class,tweet
2,COMPLETE highway MM . SB near 96th / mile All lanes slow &lt;= mins due to heavy traffic
2,"CLEARED: Travel advisory, on the PGBTE, Accident at MILLER RD, affecting the left shoulder and right lanes."
0,DYK: Most people can find a plan for less than $ per month. Open enrollment starts on November . #GetCovered 
2,#yyctraffic Traffic opening up on EB Ave in Inglewood as crews take down the #CavalcadesOfBarricades at Street. 
2,East jammed from North to the causeway. #TTWNSMF
0,Share your mental health stories with #mentalhealth140 #WMHD16
1,Incident on #EastRiverFerryRoute Both directions from Astoria to Pier /Wall Street 
1,Turnpike Information on Pennsylvania Turnpike highway all directions between Exit - PA and Exit - highway/highway affecting no lanes
1,"Updated: Planned construction in Orange on SR- east ramp to Exit John Yng Pkwy, on-ramp closed, off-ramp..."
0,"From Mongolia to West Virginia, Paris to a mountaintop, you’ll always find a #Hokie. ✈️🚲🎟⛰ "
1,INCIDENT UPDATE: The left lane of northbound I-35W just north of Meacham Blvd. has been reopened. Please be safe and alert in the zone!
0,It's true. pairs of tickets are up for grabs see the #PurposeWorldTour in NYC. Enter now 
2,CLEARED: Turnpike Roadwork on Pennsylvania Turnpike highway westbound between Exit - Delaware River Br/New Jersey Turnpike and -Neshami
0,"Ride, rollerblade or walk from station to station this Saturday morning for fun poetry and prose activities! Info a… "
1,"Roadwork -: Title: Interstate eastbound at mile marker 152Description: Near 98th street/Arroyo Vista
Sunday... "
1,Hamilton Co. - Interstate /Hopple St. project - Tuesday work cancelled - REVISED SCHEDULE: 
0, our sites are blocked outside of US for security purposes. Call our Customer Operations Center for help if you can --
0,Guys hanging low Mistletow #MRBRTG #ASMSG #eartg 
2,CLEARED: Disabled vehicle on PA northbound between Highland Ave and Susquehanna Rd.
0,FirstNet: Putting Lifesaving Technologies into the Hands of Heroes #AmericanHeroesWeek… 
1,"Updated: Multi-vehicle crash in Miami-Dade on highway south before Exit 8B SR-/NW St, right lanes blocked...."
1,"WORK ZONE on highway - highway EASTBOUND, MP , MILES WEST OF BONNER INTERCHANGE at milepost ... "
0,The need for a ninth justice is undeniably clear. #DoYourJob 
2,highway MM . SB at highway North Split All lanes slow &lt;= mins due to heavy traffic
2,Cleared: Incident on #BM1Bus SB at 5th Avenue : 56th Street
2,Cleared: Construction on #US206 Both directions from North of CR /Dutchtown-Harlingen Rd to South of CR /Griggstown Rd
2,Cleared: Incident on #NJ73 SB at highway
1,Update: Accident: SB on highway at MM78 in Richmond. travel lanes closed. Delay mi.:08PM
2,Cleared: Incident on #NewJerseyTurnpikei95 NB at North of Exit (NB) - NJ /Broad Ave
0,Parents get Berkely Farms to remove high fructose corn syrup from school's chocolate milk. 
2,MobileALTraffic: Travel lanes cleared NB between Dauphin St and Springhill Ave. Slow and go delays continue.
1,Correction- US14A: Crash btwn Lovell &amp; Burgess Jct @ mp . Expect delays. -SEP 
1,UPDATE: Roadwork on highway northbound between Exit: UNION DEPOSIT ROAD { # } and Exit: UNION DEPOSIT ROAD { # }. All lanes closed.
2,Cleared: Incident on #FLine at Northern Boulevard Station
0,"With Moving Help®, you have time to #enjoy that cup of #coffee while things are still getting #moved. Learn more:… "
2,New: STALLED VEHICLE highway EB AT WEST FLORISSANT RIGHT SHOULDER EST. CLEARANCE TIME: : PM
2,"Cleared: Planned construction in Escambia on highway west ramp to Exit highway, off-ramp closed. Last updated at ::42AM."
1,"UPDATED: One person killed, northbound lanes closed after crash on highway in Orem "
2,Cleared: Incident on #X19Bus at Arden Av between Drumgoole Rd W and Vineland Av
2,"Cleared: Crash in Orange on Floridas Turnpike north ramp to Exit highway/SR , off-ramp closed. Last updated at ::25AM."
0,"ONE week until start of #Okeanos ""Mountains in the Deep: Exploring the Central Pacific Basin"":… "
1,Incident on #B15Bus Both directions at S Conduit Avenue : Linden Boulevard 
2,"Cleared: Crash in Baker on highway east beyond MM , all lanes blocked. Last updated at ::39AM."
1,Alert | WAUSHARA Co | Fire | WIS NB/SB | BUTTERCUP AVE | All Lanes Blocked (Both Directions) | 
2,CLEARED: Roadwork on highway eastbound between PA /Eastbrook Rd and Longview Ln.
0,New York State of Mind    #wtc #nyc 
2,"Cleared: Object on roadway in Madison on highway west at MM , left lane blocked. Last updated at ::59PM."
2,Incident cleared: Carling at Maitland
0,What substance could this be? Hint: It can be found in products that especially women use every day. #research… 
0,Women's Football On Rise In Brazil 
2,"Cleared: Crash in Orange on SR- south at MM , right lane blocked. Last updated at ::50AM."
1,Update : AM : On highway westbound from SR there is a collision partially blocking the ramp.
0,What does saturated fat cause? Arguments. 
0,#homerenovating? #SkipTheLines with #selfservice! Get your #rentaltruck anytime with U-Haul Truck Share /&gt;&gt;… 
2,"Following an earlier incident at Street- Avenue, N, R and W trains has resumed with residual delays."
2,Cleared: Advisory: Fog: SB on highway at MM24 in Carroll Co.:17AM
0,ICYMI Sandra Thompson will address the Five Star Diversity Symposium / 
0,Anchors and stripes from the #RLHome outdoor collection enliven above-deck-decor. 
2,Accident on highway WB at Northampton Blvd is clear. Backups ~ mis. #Update 
2,Oklahoma: I40 eastbound at Meridian is now clear...MCM 
0,"#Edmonton is a rising sun, Your city is no. on our destination Cities list. Read more here:… "
1,"New: Crash in Hillsborough on highway north at Exit Fowler Ave, left lane blocked. Last updated at ::51PM...."
0,Communities are already experiencing the effects of climate change—we can't afford not to act. Take a look:… 
1,Updated: Construction on #2Line Both directions from Eastchester- Dyre Avenue Station to E 180th Street Station 
0,Damn. Those must be some killer back-to-school deals. 
1,highway MM . SB at W 71st / mile Ramp slow &lt;= mins due to a crash
1,Constr. on highway East in the vicinity of Exit - highway (South Windsor) left lane closed until 3PM...
2,"CLEARED: Obstruction on roadway; highway EB, mi W of Exit199.| :56A"
2,"UPDATE: Officials say the ""suspicious device"" has been cleared and the road is back open. 
 "
2,Cleared: Construction on #90Bus Both directions at Grove Street:Springfield Avenue
0,Big thanks to and for awarding Orem Football with a Grant and helping to promote… 
2,Update: Residual Delays on Northbound highway South of Montague Expy in Milpitas. All Lanes Open.
2,"Cleared: Abandoned vehicle in Miami-Dade on highway south before Exit Florida's Turnpike/highway/SR-/SR-, right lane blocked. Last..."
1,SD-: ROAD CLOSED and flooding .6mi S of US18-Edgemont.
2,"Cleared: Crash in Miami-Dade on Express south before Florida's Turnpike/SR-, all lanes blocked. Last updated at ::34PM."
0," We're glad you're enjoying memories, Martinez. Thanks for reaching out! -CB"
0, Hey Thulani. You can learn how to link your Facebook and Twitter by visiting our Help Center here: -MG
1,Crash highway WB ramp to Little Creek blocked. Use alternate route. #hrtraffic
0,"A NEW YORK DREAM-CONEY ISLAND AROUND THE CORNER
Steve Minor Follow/Christina York
corner Surf Avenue/West 12th Stre… "
1,"Due to fire, public access closed on TNC-managed land of Cle Elum Ridge. Follow for updates "
1,Model of new #Mukilteo Ferry Terminal. Construction kicked off this morning with a celebration ceremony:… 
1,Culvert replacement on Route 12A in Roxbury July 8th weekend. Closed to all traffic 6AM on / thru 6AM on /. Detour in place.
1, We restrict our tree trimming hours to non-peak traffic times between AM - PM. Do you kno… 
1,"Accident, SR South at SR , of lanes blocked. #ClarkeCounty #511GA"
0,Twitter &amp; Restaurant Marketing ( Articles) 
1,"Updated: Disabled tractor-trailer in Santa Rosa on highway east at MM , left lane blocked. Last updated at..."
1,Cleveland: i35 northbound just south of 12th...injury accident...roadway blocked...SVB
0,"MISSING: Dasharia Adams, yrs. old. Police say she was last seen southbound on Winter St. from east Rudisill Ave.… "
1,"Accident, highway West before Thornton Road (Mile Post .), of left lanes blocked. #DouglasCounty #511GA"
2,Accident @ MP on highway SB before highway/highway is now cleared. 
1,Scheduled constr. on highway Both Directions area of Danbury Airport lane maybe closed...
0,"Congratulations to ""Mr. President"" and ""The First Lady"" on the arrival of two eaglets! #DCEagleCam —Jill "
2,highway E in Coffee Co Crash Multiple Vehicles at MM  at : PM / est clear by : PM / (CT
1,"Accident, highway South at Quacco Road (Mile Post ), of left lanes blocked. #ChathamCounty #511GA"
1,Construction on #US1 SB at South of CR /Main St 
0, We'll be sure to pass this idea along to our Product Development Team. Thanks for reaching out!
2,Cleared: Bridge/Tunnel Stoppage: EB on highway at highway Tunnel-HRBT E in Hampton.:50AM
0,You don't want me to go away...you want me right here #ShadesOfBlue
0,NEWS: Walker's Legacy &amp; MBDA Sign MOU to Support Women in Business 
1,Disabled truck on highway&amp; Truck Route northbound area of Tonnelle Circle right lane closed
1,Bridgeport - highway CT Tpk NB - Between E. Main St (#) and Stratford Av/Seaview Av (#) - Jackknifed Tractor Trailer - right lane blocked
1,Update: Incident on #JLine Manhattan bound at Chambers Street Station 
1,Updated: Construction on #I88 EB from Exit - Hollenbeck Road to Route Worcester to Exit - NY ; NY ;...
1,"Updated: Planned construction in Miami-Dade on Express south before Florida's Turnpike/SR-, all lanes..."
1,REPORTED: VEHICLE DISABLED IN ROADWAY at S highway OUTER HY &amp; EXIT 10B SOUTH GASTONIA RA #CLT #CMPD_Freedom
1,"Updated: Crash in Seminole on highway east at Exit highway-, right lane blocked. Last updated at ::26PM. "
1,Construction on #M86SBS WB at St at Lexington Av bus stop temporarily relocated 
0,The work of our nation’s scientists shapes the lives of billions of people around the 🌎. Here’s how →… 
2,"GDOTNWTraffic: CLEARED: Roadwork; highway SB, FROM SR /Hill City Road TO SR /Joseph Vann Highway, Gordon Co..| :47P"
0, What a beautiful photo! Thank you for representing Aetna at the Summit. ^TA
1,"Accident, GA North past Abernathy Road/Dunwoody (Mile Post ), far left lane of blocked. #FultonCounty #511GA"
0, Hi there. You can learn more about how to go Live in this thread in our Help Community: Thanks! -CB
2,#CTtraffic: Rte sb x3 LEFT LANE now OPEN following minor injury TT fire. TT carrying paper goods. Reduce speed tr… 
1,Updated: Incident on #NY7 WB at highway Exit 
1,"❗️Rollover accident NB south of Trowbridge. Please seek an alternate route. Officers are making the scene, we will update with info."
1,Crash EB approaching MISSISSAUGA RD. Left lane is blocked.
0,"Take a look at our new polyurethane-based flooring structure that makes doing #sports safer in #China 
➡️… "
2,Cleared: Construction on #MeadowbrookStateParkway NB from Exit M1 - Old Country Road to Exit - Northern State Parkway
0,"Today's Roof Report: CLOSED

Details and gate info: "
2,Vanderburgh: Traffic NB highway has increased. Use caution while traveling through the construction zone. Stay off your cell phone. Drive safe.
1,"highway , Mile Marker , North, Macon, Warren, Vehicle Crash, Shoulder Closed, at / : PM"
1,#TRAFFIC: accident at Hwy and Richmond Ave. Traffic closed in all directions. #bdnmb #Westman
1,Updated: Construction on #GardenStateParkway SB from North of Exit - highway to Brookdale Service Area 
0,A Silver Alert has been issued for Audrey Sharpe out of Tampa. Look for a Blue Chevrolet Trail Blazer...
2,"Starting today, the southbound side of Barnum Island Bridge will reopen and the northbound side will close for... "
0,We went to the pros at The Polo Bar to whip us up the perfect Negroni: 
0," Looks like you're already a Live Message pro, Tim."
2,highway W in Davidson Co Crash between MM  MM (MM: ) at : PM / est clear by : PM / (CT
0,"The discarded policies Clinton now wishes she'd embraced: universal basic income, fossil-fuel tax, taxing net worth "
1,Updated | DODGE Co | Crash | highway SB | FOREST RD | Left Lane | 
2,highway W in Knox Co Crash Multiple Vehicles at LOUDON-KNOX COUNTY LINE at : PM / est clear by : PM /
0,"Thinking about my home state, family and friends in South Texas. I've been through a few hurricanes and storms, but nothing like #Harvey2017"
1," #MarquetteCo Right lane closed on highway northbound at Mile Marker , due to a semi-truck fire. #Call511"
